t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0.05499999999999999,"[0.9999990614658396, 0.00010327738302268068, 1.0689634443380534e-05]","[0.9945218953682733, 0.20791169081775931, 0.0]","[-0.00013777705490554984, 0.011243225037113464, 0.0012856968930726252]","[-0.21892390152846042, 4.097255088789074, 0.0]","[0.9992490919766408, -0.038739742503684164, -0.0006960816105354275, 2.2357089444778777e-06]","[[0.9999994774732179, 2.994862774708721e-05, -0.0010218396993203179], [3.583223891416058e-05, 0.9979296954501377, 0.06431424146210957], [0.00102165030321797, -0.06431424447100018, 0.9979291729320185]]","[-2.7325173602452297, -0.0879230110863241, -0.0011118736378001176]",[9.90927188920138],"[0.9949458819952012, -0.10037608114474104, -0.002708179243629513, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.994905737331486, 55.199392297090945, 48.58196442945059, 44.75043141383301]"
0.05999999999999999,"[0.9999983725805651, 0.000159493508208248, 1.711811890874366e-05]","[0.9933727656003964, 0.2283508701106557, 0.0]","[-0.0002068944354402888, 0.015089406296833715, 0.0017651285641586687]","[-0.2407238050752894, 4.078117771941774, 0.0]","[0.998960963527004, -0.045564839539096555, -0.0009158256489463038, 3.218186281074278e-06]","[[0.9999990309307861, 4.9463984441997325e-05, -0.0013912910561159721], [5.840010497277162e-05, 0.9969984646914997, 0.07742130192795882], [0.0013909446129606832, -0.07742130815290235, 0.9969974956422795]]","[-2.807263853603519, -0.1023088847600252, -0.0016059966481700612]",[9.935718371926002],"[0.9940613000858225, -0.10877294634510534, -0.0032523553140845324, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.940900923529234, 54.03172619923584, 48.479220789083975, 46.604318496103964]"
0.06499999999999999,"[0.9999973381083879, 0.00023494053969241657, 2.5943761729537003e-05]","[0.9921147013144779, 0.24868988716485474, 0.0]","[-0.0002980685118143301, 0.019624839592148904, 0.002328945824627624]","[-0.26249731054418124, 4.057191657856648, 0.0]","[0.9986163224046126, -0.05257440608024364, -0.001171508743333886, 4.434066233217273e-06]","[[0.9999983225060481, 7.702921254375194e-05, -0.0018300414176712955], [8.988858241635732e-05, 0.9958476907748394, 0.0910349861232634], [0.0018294548731052792, -0.09103499791245355, 0.9958460133223143]]","[-2.85479910990172, -0.11700986814047193, -0.0022271962432898374]",[9.964154416795564],"[0.993154596889676, -0.11674419671557786, -0.0038391678967552374, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.86876348688779, 52.97513412045192, 48.37234476337368, 48.28055790996886]"
0.06999999999999999,"[0.9999958477658288, 0.0003330647376531611, 3.758849085267512e-05]","[0.9907478404714436, 0.26891982061526565, 0.0]","[-0.000415011025623792, 0.024871883422119816, 0.002972837073770229]","[-0.28424203022489597, 4.034485925418949, 0.0]","[0.9982152910002623, -0.05969999773372271, -0.0014639156878479013, 5.8918851351388925e-06]","[[0.999997255095207, 0.00011432689096695548, -0.0023402417426633326], [0.0001320386146274111, 0.9944718636112977, 0.1050033097158245], [0.002339309269068405, -0.10500333049401395, 0.9944691187851481]]","[-2.877526612388527, -0.13189812204269047, -0.0029863494034889477]",[9.994054176332613],"[0.9922375846936033, -0.12427640568846345, -0.004466599440387599, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.78012322774379, 52.02927254480959, 48.261559543255245, 49.79729085677259]"
0.075,"[0.9999937727107007, 0.0004574241547637602, 5.245267622152627e-05]","[0.9892723329629883, 0.28903179694447156, 0.0]","[-0.0005615402986088348, 0.030846060025756718, 0.0036897728067875764]","[-0.3059555795638801, 4.010010534113352, 0.0]","[0.9977594660345572, -0.0668792283746724, -0.0017935140862895976, 7.5937922267877716e-06]","[[0.9999957138322895, 0.00016302878682433608, -0.0029233095397483144], [0.00018655426616318724, 0.9928718204717587, 0.11918688397051988], [0.0029219025576314537, -0.11918691847141219, 0.9928675344429051]]","[-2.8777573938400742, -0.14685967036908443, -0.0038923519818975343]",[10.024889324423611],"[0.9913214140051012, -0.13136023056027837, -0.005132636951638505, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.67675261565312, 51.19205564015487, 48.147318379873035, 51.16950992680348]"
0.08,"[0.9999909650092076, 0.0006116544548925438, 7.090154025546415e-05]","[0.9876883405951378, 0.3090169943749474, 0.0]","[-0.0007415456677263548, 0.037556462904646426, 0.004470385266789813]","[-0.32763557742575905, 3.9837762196554074, 0.0]","[0.9972517766850542, -0.07405556083401058, -0.002160490020771927, 9.535874741221636e-06]","[[0.9999935664991132, 0.0002247441201855536, -0.0035800070480526626], [0.00025505123249506216, 0.9910543375086854, 0.13345873914468606], [0.0035779755801944022, -0.13345879362297938, 0.9910479042384613]]","[-2.8576975687164845, -0.16179354756948594, -0.0049520506545905315]",[10.05614607465276],"[0.990416452624201, -0.1379898539817778, -0.005835286572355624, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.560504139673284, 50.459882353527796, 48.03024878734814, 52.40990343787864]"
0.085,"[0.9999872572808689, 0.0007994367694157759, 9.325346658941322e-05]","[0.9859960370705049, 0.32886664673858323, 0.0]","[-0.0009589539041765807, 0.045006165921565484, 0.005303393598019016]","[-0.3492796463544559, 3.955794489282486, 0.0]","[0.9966963148461001, -0.08117806188044785, -0.0025647815588595237, 1.1708683758098239e-05]","[[0.9999906643838745, 0.0003009732642732377, -0.004310517392554276], [0.0003390119363849553, 0.9890315476372545, 0.14770403802592594], [0.0043076926543462605, -0.1477041204345748, 0.9890222123848607]]","[-2.819439590933124, -0.17661086994790373, -0.006170242090991603]",[10.087338323968424],"[0.9895322028577265, -0.144162480032701, -0.006572583841709371, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.43326069898749, 49.827889997725535, 47.91110559724001, 53.5294162069702]"
0.09000000000000001,"[0.999982462511348, 0.0010244675990236033, 0.0001197704345795083]","[0.9841956079692419, 0.34857204732181524, 0.0]","[-0.0012176977957758283, 0.05319263811358694, 0.006176049971159995]","[-0.3708854128339061, 3.9260776167063356, 0.0]","[0.9960981496540035, -0.08820113015542673, -0.0030061098491725616, 1.409789194175456e-05]","[[0.9999868435169241, 0.00039306798828307, -0.005114517632710353], [0.00043974799609664965, 0.9868202442644819, 0.16181969018474973], [0.00511071567969174, -0.16181981030561443, 0.986807088329779]]","[-2.764956821150278, -0.19123387193091304, -0.007549723961789264]",[10.118017384256452],"[0.988677250286178, -0.1498778869099746, -0.0073426004904823435, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.296897692749916, 49.290219425354486, 47.79073238923378, 54.537633142886285]"
0.09500000000000001,"[0.9999763740223692, 0.001290430789591538, 0.00015065068443530826]","[0.9822872507286887, 0.368124552684678, 0.0]","[-0.0015216870823955577, 0.06210816602428621, 0.0070745864375910805]","[-0.39245050754834027, 3.894638636729419, 0.0]","[0.9954631361057569, -0.09508420513774946, -0.0034840076669986563, 1.6685025489242946e-05]","[[0.9999819262096483, 0.0005021988039823511, -0.005991247816839073], [0.0005583703402911664, 0.9844411208811099, 0.1757138803308014], [0.005986274016830786, -0.17571404985004865, 0.9844230478857604]]","[-2.696100927083784, -0.2055949408359737, -0.009091384433682936]",[10.147778757050697],"[0.98785923812097, -0.15513803500394271, -0.008143448542979463, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.15325497666729, 48.84027823341009, 47.67003026798558, 55.44304932614957]"
0.10000000000000002,"[0.9999687655869571, 0.001600971619712969, 0.00018602361662326366]","[0.9802711746217219, 0.387515586452103, 0.0]","[-0.0018747819199071566, 0.07174028332202671, 0.007984646291661459]","[-0.41397256564210666, 3.8614913395274226, 0.0]","[0.9947977254850437, -0.10179146439646908, -0.003997845366237153, 1.944822406638424e-05]","[[0.9999757228243725, 0.0006293295438217317, -0.006939575361586663], [0.0006957668550198368, 0.9819179873098647, 0.18930552581958093], [0.006933229432041272, -0.18930575834260782, 0.9818937112477973]]","[-2.614601627532995, -0.2196356761249411, -0.010794318976399469]",[10.17626638846292],"[0.9870848619666951, -0.15994672700323087, -0.008973282406373092, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[49.00411672217958, 48.47099047060367, 47.54993273214303, 56.253265795945055]"
0.10500000000000002,"[0.9999593916773576, 0.0019596730363231024, 0.00022594684808157096]","[0.9781476007338056, 0.40673664307580026, 0.0]","[-0.0022807690149823433, 0.08207220582769342, 0.008891687432285708]","[-0.4354492269790035, 3.826650264600427, 0.0]","[0.9941087834327115, -0.10829151544821265, -0.004546854270856914, 2.2362993301350487e-05]","[[0.9999680337083885, 0.0007751989703879114, -0.007958054280762543], [0.0008525871666517614, 0.979276994795578, 0.20252367900881363], [0.007950135627932032, -0.20252399001278348, 0.9792450300169001]]","[-2.522068310622025, -0.23330599213558528, -0.01265596541938015]",[10.203174815145516],"[0.9863598806107466, -0.1643093154171417, -0.009830299522594744, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.85119730842853, 48.175023867187804, 47.43138537256289, 56.975135749849805]"
0.11000000000000003,"[0.9999479878322827, 0.0023700340654615694, 0.0002704052852429995]","[0.9759167619387474, 0.42577929156507277, 0.0]","[-0.002743340527265746, 0.09308326886366182, 0.009781348577310583]","[-0.4568781364010953, 3.790130694395404, 0.0]","[0.9934034198811524, -0.11455708755350179, -0.005130147598422461, 2.5402924013188777e-05]","[[0.9999586512322722, 0.0009403089828971074, -0.009044978980163912], [0.001029233975155985, 0.9765458943636521, 0.21530688999407152], [0.009035292090425666, -0.2153072967191579, 0.9765045475963382]]","[-2.4199930969667167, -0.24656327715176793, -0.014672250117369008]",[10.228249580189082],"[0.9856891392265806, -0.16823245231314735, -0.010712740054115865, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.69613160077068, 47.94498841400774, 47.31532925720532, 57.61487698999642]"
0.11500000000000003,"[0.9999342711296464, 0.0028354504097798786, 0.00031931202812955243]","[0.9735789028731603, 0.4446351791849276, 0.0]","[-0.003266075782581256, 0.10474936304994341, 0.01063977216662927]","[-0.4782569439869822, 3.7519486476028283, 0.0]","[0.9926888337136901, -0.12056472782648577, -0.005746739051572427, 2.854036052950232e-05]","[[0.9999473618806197, 0.001124918832010372, -0.010198432507516494], [0.0012258602383691032, 0.9737533460919016, 0.2276025444530473], [0.01018679216755532, -0.2276030657360458, 0.9737007105537555]]","[-2.3097549697465958, -0.2593716165284388, -0.016837739750562963]",[10.251286262476926],"[0.9850766020564915, -0.17172387594466684, -0.01161888597833294, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.54046825436835, 47.773602896033196, 47.20268704837292, 58.17816090139908]"
0.12000000000000004,"[0.9999179407507335, 0.0033591972250295956, 0.0003725108889626988]","[0.9711342799096361, 0.4632960351198619, 0.0]","[-0.0038524257859458844, 0.11704336427656002, 0.011453880375996803]","[-0.49958330530949496, 3.7121208721303516, 0.0]","[0.9919721738975432, -0.1262945051341679, -0.006395559242603055, 3.1747007135510234e-05]","[[0.999933948351442, 0.0013290446648697336, -0.011416329295123321], [0.0014423714537009332, 0.9709282911791466, 0.23936619007815652], [0.011402565451926083, -0.23936684613417414, 0.9708622427887972]]","[-2.1926246491583345, -0.2717010834404463, -0.019145794673577233]",[10.272128425992369],"[0.9845253922181753, -0.17479222913515619, -0.012547059879154061, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.38566498128703, 47.65382848138824, 47.09435111094823, 58.670184717760876]"
0.12500000000000003,"[0.9998986786218037, 0.003944414046412396, 0.00042978029084268283]","[0.9685831611286311, 0.4817536741017154, 0.0]","[-0.004505700470290012, 0.1299355535177877, 0.012211602849370874]","[-0.5208548816927884, 3.670664837756617, 0.0]","[0.9912604179499798, -0.13172972444898481, -0.007075470133720759, 3.499446696236366e-05]","[[0.9999181916282041, 0.0015524636838357073, -0.012696452555462295], [0.001678432274567519, 0.9680993939300866, 0.2505608635387801], [0.012680414665239614, -0.2505616756982398, 0.9680175895897802]]","[-2.069769943771363, -0.28352709761083345, -0.021588720844347587]",[10.290664758371022],"[0.9840378367552899, -0.1774469046680243, -0.013495623650158594, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.233085004987984, 47.57897050172682, 46.99117307957448, 59.095731553758675]"
0.13000000000000003,"[0.9998761501194523, 0.004594091814001335, 0.0004908383050895372]","[0.9659258262890683, 0.5000000000000001, 0.0]","[-0.005229058568955694, 0.14339402235929422, 0.01290205655237906]","[-0.5420693404688032, 3.6275987284684352, 0.0]","[0.9905602679050436, -0.13685665360463586, -0.00778527768328007, 3.825471160673682e-05]","[[0.9998998729955484, 0.0017947222022300165, -0.014036486586869663], [0.0019334767220182138, 0.9652945569439638, 0.26115642822286117], [0.014018047340908899, -0.26115741863208447, 0.9651944348379629]]","[-1.9422613629051255, -0.2948298499906523, -0.024157918232837104]",[10.306825631740951],"[0.9836155154335785, -0.17969791341880068, -0.014462977261439207, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[48.08399417969708, 47.54275104750713, 46.89395454080359, 59.45922120098457]"
0.13500000000000004,"[0.9998500048266076, 0.005311061925797806, 0.0005553485878514326]","[0.9631625667976581, 0.5180270093731303, 0.0]","[-0.0060254999593220325, 0.15738506051673737, 0.013515679573105784]","[-0.5632243552330692, 3.5829414344846877, 0.0]","[0.9898780634244561, -0.14166426379270755, -0.008523742888471707, 4.150048265480016e-05]","[[0.9998787759759425, 0.002055146907477527, -0.015434044318960345], [0.0022067212969887244, 0.9625405098014355, 0.2711289312712867], [0.015413102671699912, -0.27113012256549684, 0.9624192916310699]]","[-1.811077820584567, -0.30559378968760076, -0.02684402426298339]",[10.320579284432007],"[0.9832593120834687, -0.18155577149327917, -0.01544755769123643, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.939558465055335, 47.539355940878025, 46.80343864349044, 59.76475371386617]"
0.14000000000000004,"[0.999819877326811, 0.006097987228381493, 0.0006229269857169615]","[0.9602936856769431, 0.5358267949789968, 0.0]","[-0.006897860292467655, 0.17187352217067844, 0.014044321777328646]","[-0.5843176060998225, 3.5367125439704536, 0.0]","[0.9892197113134202, -0.14614398462423384, -0.009289591409306821, 4.470562825200432e-05]","[[0.9998546881697624, 0.0023328586873043143, -0.016886690477781373], [0.002497180356910369, 0.9598624692835603, 0.28045998672026545], [0.01686317393649204, -0.28046140167804107, 0.9597171643424829]]","[-1.6771123021068857, -0.31580716835176476, -0.029637051316174032]",[10.331927790035923],"[0.9829694675214625, -0.1830314031607164, -0.016447838082614196, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.80084161582273, 47.56346010089472, 46.720302573285316, 60.01614717345839]"
0.14500000000000005,"[0.9997853880253487, 0.006957354839234885, 0.0006931485946036047]","[0.9573194975320672, 0.5533915492433442, 0.0]","[-0.007848807700064093, 0.18682316857088116, 0.014481295998286495]","[-0.605346779956406, 3.488932334444992, 0.0]","[0.9885906304345203, -0.15028947415933833, -0.010081521948941973, 4.784537910034865e-05]","[[0.9998274029857099, 0.002626788430827237, -0.018391960781564007], [0.002803683185521368, 0.9572838675191171, 0.2891361899663148], [0.018365826946972495, -0.28913785115439544, 0.9571112784991997]]","[-1.5411773985979802, -0.325461636608123, -0.03252651765681637]",[10.340902950920398],"[0.9827456332599522, -0.18413605686796392, -0.017462327153428103, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.6688030732008, 47.6102353781817, 46.645150914838034, 60.21697059679206]"
0.15000000000000005,"[0.9997461439868484, 0.00789147068208929, 0.0007655550745950372]","[0.9542403285162768, 0.5707135676844318, 0.0]","[-0.008880841354552025, 0.2021969850249035, 0.014821393944407724]","[-0.626309570716929, 3.43962176388735, 0.0]","[0.9879957108379466, -0.15409640397075736, -0.010898213552735228, 5.089656894555797e-05]","[[0.9997967212520255, 0.002935694277888249, -0.01994737759221989], [0.0031248922518410183, 0.9548261433354587, 0.29714856730522654], [0.019918614964756106, -0.29715049672218474, 0.9546228737442052]]","[-1.4040106433864912, -0.3345518868731495, -0.035501571363602595]",[10.347562226830844],"[0.982586925350748, -0.18488123207348314, -0.018489568863401744, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.54429613197114, 47.67534471819311, 46.57850998083022, 60.37057268333169]"
0.15500000000000005,"[0.9997017397800756, 0.008902455607213809, 0.0008396620443170759]","[0.9510565162951535, 0.5877852522924732, 0.0]","[-0.00999629165150015, 0.21795747104230873, 0.015060871282032408]","[-0.6472036795751557, 3.3888024615435057, 0.0]","[0.9874392858242258, -0.15756225904353466, -0.011738331974005305, 5.3837804884442556e-05]","[[0.9997624527017966, 0.003258179852734584, -0.021550462448294696], [0.0034593222199929, 0.9525085913856409, 0.3044920629939647], [0.021519090535298855, -0.3044942817206746, 0.9522710544492804]]","[-1.2662796070518558, -0.34307533691808595, -0.03855110699314807]",[10.351984785703667],"[0.9824919778122166, -0.18527861504234705, -0.019528142324059267, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.42806651084792, 47.754926117060684, 46.52082321399794, 60.480106909563894]"
0.16000000000000006,"[0.9996517583218181, 0.009992242962425353, 0.0009149664007272379]","[0.9477684100095857, 0.604599114862375, 0.0]","[-0.011197321783001816, 0.23406690302698432, 0.015197406433530016]","[-0.6680268152565944, 3.3364967184390593, 0.0]","[0.9869251156098308, -0.16068615211346765, -0.012600535239154604, 5.664959280041082e-05]","[[0.9997244173279178, 0.0035927130792435826, -0.02319874589467802], [0.003805359333665335, 0.9503482632531779, 0.3111650651535461], [0.02316481467003987, -0.311167593017652, 0.9500726921751325]]","[-1.1285867262100049, -0.35103184876862076, -0.041663874790349706]",[10.354267743216173],"[0.9824589951721682, -0.18534002209274686, -0.02057666192446556, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.32075147761828, 47.84556934811199, 46.472447771783706, 60.54855336557185]"
0.16500000000000006,"[0.999595771712903, 0.011162577477560274, 0.000990953432894888]","[0.944376370237481, 0.6211477802783105, 0.0]","[-0.012485930476968424, 0.2504875694746745, 0.015230037562004747]","[-0.688776694269762, 3.2827274776016586, 0.0]","[0.9864563812628159, -0.16346865190127252, -0.013483478529295465, 5.9314423021503794e-05]","[[0.999682446605021, 0.003937645232452223, -0.024889775005468597], [0.004161280856147404, 0.9483599146195824, 0.31716897087258517], [0.024853363785125027, -0.31717182613334666, 0.9480423740613088]]","[-0.9914738551286635, -0.35842347789836704, -0.044828582311907145]",[10.354522639786694],"[0.982485803725249, -0.18507734908273635, -0.02163377763726023, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.22287968136553, 47.94428792603605, 46.433652388146925, 60.57873765231544]"
0.17000000000000007,"[0.9995333420605182, 0.012415015324933647, 0.0010671036207049117]","[0.9408807689542255, 0.6374239897486899, 0.0]","[-0.013863955688093742, 0.2671819791271784, 0.015159082026742288]","[-0.7094510411565953, 3.2275183239974234, 0.0]","[0.9860356876037994, -0.16591162459886555, -0.014385818480307063, 6.181682096736242e-05]","[[0.9996363845770986, 0.004291229934066396, -0.026621118971226612], [0.004525274298428333, 0.9465559926547596, 0.32250779007938185], [0.026582334776148103, -0.322510989138379, 0.9461923913046613]]","[-0.8554265397500753, -0.36525424813179164, -0.048033988361309884]",[10.352872188541399],"[0.9825699011597449, -0.18450252617650253, -0.022698175464521537, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.134871826781605, 48.04848828441693, 46.40461657844922, 60.573347110784894]"
0.17500000000000007,"[0.9994640222820778, 0.013750925220569539, 0.0011428990308386233]","[0.9372819894918915, 0.6534206039901056, 0.0]","[-0.015333079040952052, 0.2841130429514048, 0.014986042319821802]","[-0.7300475887419791, 3.1708934741858052, 0.0]","[0.9856650738183838, -0.16801808790044725, -0.015306216988734031, 6.414336716671168e-05]","[[0.9995860888106648, 0.0046516418473681875, -0.028390373092334505], [0.004895456213640324, 0.9449466580032917, 0.32718778711448077], [0.028349348575557577, -0.3271913442567426, 0.9445327620992336]]","[-0.7208780212395451, -0.37152994818170404, -0.05126898915652794]",[10.34944731497719],"[0.9827085042580554, -0.18362747713689995, -0.02376857798087023, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[47.05704229540572, 48.15593769821021, 46.385431215980724, 60.53494462456545]"
